chr1	1	1000000	4422
chr1	1000001	2000000	11284
chr1	2000001	3000000	5441
chr1	3000001	4000000	3564
chr1	4000001	5000000	595
chr1	5000001	6000000	97
chr1	6000001	7000000	4902
chr1	7000001	8000000	990
chr1	8000001	9000000	1480
chr1	9000001	10000000	2190
chr1	10000001	11000000	2200
chr1	11000001	12000000	2182
chr1	12000001	13000000	1016
chr1	13000001	14000000	756
chr1	14000001	15000000	589
chr1	15000001	16000000	1143
chr1	16000001	17000000	2722
chr1	17000001	18000000	2289
chr1	18000001	19000000	1062
chr1	19000001	20000000	1646
chr1	20000001	21000000	1253
chr1	21000001	22000000	2146
chr1	22000001	23000000	1340
chr1	23000001	24000000	2138
chr1	24000001	25000000	1857
chr1	25000001	26000000	1976
chr1	26000001	27000000	2580
chr1	27000001	28000000	3290
chr1	28000001	29000000	1749
chr1	29000001	30000000	1910
chr1	30000001	31000000	20
chr1	31000001	32000000	1120
chr1	32000001	33000000	2541
chr1	33000001	34000000	2924
chr1	34000001	35000000	486
chr1	35000001	36000000	1363
chr1	36000001	37000000	2429
chr1	37000001	38000000	588
chr1	38000001	39000000	2052
chr1	39000001	40000000	1738
chr1	40000001	41000000	2566
chr1	41000001	42000000	1865
chr1	42000001	43000000	890
chr1	43000001	44000000	1891
chr1	44000001	45000000	1639
chr1	45000001	46000000	1991
chr1	46000001	47000000	2153
chr1	47000001	48000000	1759
chr1	48000001	49000000	687
chr1	49000001	50000000	142
chr1	50000001	51000000	1148
chr1	51000001	52000000	800
chr1	52000001	53000000	1064
chr1	53000001	54000000	1865
chr1	54000001	55000000	1383
chr1	55000001	56000000	913
chr1	56000001	57000000	112
chr1	57000001	58000000	552
chr1	58000001	59000000	303
chr1	59000001	60000000	1109
chr1	60000001	61000000	254
chr1	61000001	62000000	660
chr1	62000001	63000000	733
chr1	63000001	64000000	1129
chr1	64000001	65000000	669
chr1	65000001	66000000	1424
chr1	66000001	67000000	304
chr1	67000001	68000000	637
chr1	68000001	69000000	605
chr1	69000001	70000000	322
chr1	70000001	71000000	550
chr1	71000001	72000000	381
chr1	72000001	73000000	309
chr1	73000001	74000000	124
chr1	74000001	75000000	144
chr1	75000001	76000000	308
chr1	76000001	77000000	465
chr1	77000001	78000000	397
chr1	78000001	79000000	713
chr1	79000001	80000000	203
chr1	80000001	81000000	202
chr1	81000001	82000000	239
chr1	82000001	83000000	437
chr1	83000001	84000000	180
chr1	84000001	85000000	582
chr1	85000001	86000000	1239
chr1	86000001	87000000	697
chr1	87000001	88000000	1007
chr1	88000001	89000000	246
chr1	89000001	90000000	546
chr1	90000001	91000000	674
chr1	91000001	92000000	1302
chr1	92000001	93000000	1167
chr1	93000001	94000000	854
chr1	94000001	95000000	893
chr1	95000001	96000000	761
chr1	96000001	97000000	203
chr1	97000001	98000000	245
chr1	98000001	99000000	327
chr1	99000001	100000000	351
chr1	100000001	101000000	796
chr1	101000001	102000000	396
chr1	102000001	103000000	150
chr1	103000001	104000000	390
chr1	104000001	105000000	191
chr1	105000001	106000000	210
chr1	106000001	107000000	207
chr1	107000001	108000000	413
chr1	108000001	109000000	648
chr1	109000001	110000000	1842
chr1	110000001	111000000	2158
chr1	111000001	112000000	1017
chr1	112000001	113000000	1022
chr1	113000001	114000000	1591
chr1	114000001	115000000	774
chr1	115000001	116000000	689
chr1	116000001	117000000	898
chr1	117000001	118000000	875
chr1	118000001	119000000	300
chr1	119000001	120000000	667
chr1	120000001	121000000	1040
chr1	121000001	122000000	279
chr1	122000001	123000000	0
chr1	123000001	124000000	0
chr1	124000001	125000000	0
